parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,season,team
alpha[21],7.777552089118198,0.12518836693122298,4.093302595022961,1.0867374666954546,4.707555938350849,7.337316963954928,10.516634747745055,16.830233528739434,1069.1035048825463,1.0004904740595457,2003,KC
alpha[22],0.9266308123392625,0.06933977932306389,3.5025103257315795,-6.835204580407912,-1.290711134034703,1.2487594435428546,3.3859283415834387,6.997086206420571,2551.4903979103374,0.9999584491006475,2003,MIA
alpha[23],7.194366384912041,0.10149941355318826,3.91645302071623,0.7243331763130505,4.402243886764298,6.743241877705028,9.609553272633196,15.701837527644702,1488.8768484382183,1.0004539457377994,2003,MIN
alpha[24],6.087763183733467,0.09826325089202749,3.662173744118151,-0.3069974470145243,3.6271412438719235,5.697257335461229,8.333311501762893,14.538537549479607,1388.9788514987602,1.0005190936798396,2003,NE
alpha[25],-0.153026812572052,0.11259477352944394,3.862246856348858,-8.516329089439914,-2.587247216521617,0.26991669686954156,2.7404109477144987,6.219011161514001,1176.639959573627,0.9999856391741652,2003,NYG
alpha[26],8.482363371695994,0.1276199685113365,4.118823829326059,1.6044551087418204,5.373389382551005,8.157768121631161,11.15973925507236,17.30894628120502,1041.6196569238787,1.0008722651965385,2003,SF
alpha[27],4.136262484029302,0.07101883683492438,3.6169251914841882,-3.0878117370928666,1.9755754523095386,4.146072150339217,6.295484175929738,11.402860838692161,2593.772866004404,0.9997878951507686,2003,ARI
alpha[28],8.486845890419186,0.1235764151032712,4.072574051937234,1.959552773927884,5.435098142617848,8.078694679492543,11.151287290381818,17.481391157232427,1086.0924507159289,0.9992900890690568,2003,LA
alpha[29],1.0316634610451625,0.095127323801228,3.6820123161814426,-7.012781735596976,-1.2062848215850814,1.4313347742753673,3.545403948013451,7.600556613503807,1498.1659274101876,0.9992688117147749,2003,LAC
alpha[30],2.029582892702422,0.07165026463381927,3.51206186673883,-5.516941951655892,-0.13050019678295355,2.29728564101832,4.287069792654004,8.672149119862109,2402.6400808872,0.9994774929234579,2003,LV
alpha[31],2.332283320841664,0.05754182946679045,3.4227353605666537,-4.814528921369603,0.15067439279339057,2.6531776183745377,4.5268418764739415,8.8632373710889,3538.175020232876,0.9998328674808842,2003,PIT
alpha[32],2.513878192869853,0.07475671349155047,3.532334246953792,-4.937319653379222,0.3948724710377355,2.706144244538013,4.727907586670434,9.346540643649394,2232.6630407065213,1.0008204512571968,2003,HOU
alpha_mean,3.5458498004235195,0.02520663314006371,1.1291634156213999,1.3365988038478263,2.8258181696203897,3.5739680981633635,4.286734080678299,5.7976730316616365,2006.7067715807455,1.00082317794243,2003,ALL
alpha_sigma,4.215550372321418,0.08186960422611106,1.754530383369524,0.651635722863193,3.0444571546313233,4.249270401383822,5.383453261205217,7.618483118443913,459.27880599915324,1.0011915578266777,2003,ALL
alpha[1],3.421658043285208,0.04992203353253502,2.3609310802939794,-0.5094280486364281,2.023712577095333,3.086709288991157,4.463304794123318,9.122592039298835,2236.567880000473,1.0006159475195033,2004,ATL
alpha[2],1.3147903668627912,0.06296906759504439,2.425589599529543,-4.549100370741604,0.19424764093979477,1.7628001065182564,2.8446432163393416,5.280371562537961,1483.8162343650795,1.0002260347097116,2004,CHI
alpha[3],2.7337203427205434,0.04072575279568368,2.2567046304311322,-1.8714027250802088,1.5862730550613602,2.6631787313246855,3.859684900229315,7.655153718953791,3070.5148242812293,0.9998196012711887,2004,CLE
alpha[4],2.7133393857836405,0.038304262253857115,2.175723171126966,-1.7985022585819428,1.5695026242732146,2.6271499680226875,3.8478873708236376,7.419108398458703,3226.361818722701,1.000176278499566,2004,DEN
alpha[5],1.46630437518192,0.055120977971767834,2.417129486454597,-4.281869788842974,0.3689293822897747,1.9107884807226583,2.971821916621808,5.454522739141605,1922.9411976544857,1.0016034284243005,2004,GB
alpha[6],3.4737950776414843,0.0531860158455741,2.364557129926986,-0.4301137054060984,2.011658222348542,3.111764714225161,4.579864164966606,9.364942331835428,1976.5358943601188,1.002874536091467,2004,IND
alpha[7],2.115992482532777,0.03873273210775122,2.2006049047719602,-2.8581378788898135,1.0501052814819232,2.2448865712915307,3.3193062013688452,6.249016548156526,3227.958101595091,0.9992560043596732,2004,JAX
alpha[8],1.5401614384485613,0.051921449431911765,2.3363257481213844,-3.992563309152989,0.4026083990774191,1.900839605912621,2.967187806638208,5.454409130982236,2024.7582406927982,1.0010953503719071,2004,NO
alpha[9],3.169540434884716,0.04556769284003748,2.242743690945515,-1.0030391094614566,1.8848681628134463,2.9114706347081367,4.356362249913113,8.39806687304811,2422.396369565742,1.0004127884460579,2004,NYJ
alpha[10],3.1414922511597148,0.0439353864865184,2.3134280605617743,-1.1779499849585355,1.814830933944729,2.897195336172113,4.330772746940662,8.537421983571392,2772.5736777427032,1.000082203844933,2004,PHI
alpha[11],1.9828176379733866,0.046092649390076096,2.3169670605490498,-3.4006004472896088,0.8747360512061297,2.220191179588335,3.216663144024884,6.385397242164932,2526.832041777977,1.0008718898913898,2004,SEA
alpha[12],3.174332005040993,0.04575858907059844,2.2472644584969075,-1.0277205338452386,1.8604441893119976,2.9430992822000324,4.304709652717408,8.353561549440727,2411.9212110045255,1.001943918617067,2004,TB
alpha[13],1.509212607676403,0.05574289696952121,2.461320713781981,-4.568411045889534,0.3896535721588788,1.9403025233895415,3.0515070742656647,5.42496230190099,1949.6530907535596,1.0014889908527487,2004,TEN
alpha[14],2.394407464290647,0.03910311495703464,2.221905180355329,-2.379697802622471,1.2429948852285513,2.4386880497248984,3.5653731656866117,6.975154046898154,3228.7047573812274,1.000663888062752,2004,WAS
alpha[15],3.733223714452972,0.06384927089313436,2.491383484089503,-0.2930799803419372,2.1291611495838936,3.271093781797279,5.010497122070795,9.85456870120982,1522.5419853869328,1.0012036651564116,2004,BAL
alpha[16],2.6674610920889714,0.038987819633811774,2.2388051266254525,-1.819921133549759,1.4596263679462835,2.578686093979319,3.799185377701098,7.817195675633766,3297.4231978385747,0.9995058818962828,2004,BUF
alpha[17],1.6637807337445316,0.04644461698927978,2.318453558790387,-4.021836093215721,0.6393018348514515,1.995174324905856,3.048102356317159,5.788105420578484,2491.8737221050746,1.0005282838358167,2004,CAR
alpha[18],2.158368978952339,0.04066412929800105,2.2389534031493232,-3.050856304879956,1.1046395419397035,2.325621475399013,3.3555138344817177,6.459643470533196,3031.566889954215,1.000303683172039,2004,CIN
alpha[19],2.1159584442139,0.039629832139436993,2.2022238479865277,-2.938639461090832,1.0360198299680214,2.2614590534206873,3.2972951630231426,6.377584011648688,3088.0082864374476,0.9995322181462352,2004,DAL
alpha[20],1.2016945638333136,0.06377946212615312,2.5244194406306675,-5.180488256322849,0.02104228316246437,1.7165540402122479,2.813675756392378,5.1446987444597765,1566.6115616301201,1.0012332486012048,2004,DET
alpha[21],3.523032733848569,0.06179355853162873,2.450365276268079,-0.6515872050116915,2.0165354984841493,3.1279239641269996,4.673866875023546,9.578870183858736,1572.444216052547,1.0033348447571582,2004,KC
alpha[22],2.2223340271731784,0.03749257210622167,2.1143084292903502,-2.5545945803063397,1.1589661686922228,2.3308430288362336,3.412158418296042,6.57488806582914,3180.139796803033,0.9999169451038157,2004,MIA
alpha[23],2.328438065522754,0.037068999520265725,2.162442190327322,-2.6293852378475613,1.2027195274238072,2.397736354821519,3.459463818648243,6.902875336519904,3403.0417927438425,0.9997295285524113,2004,MIN
alpha[24],2.9144027987851087,0.046204028270606885,2.2559323960677347,-1.4167061557671596,1.6400934823232352,2.774894345299666,4.08649607357839,7.9939354540290815,2383.9244069574174,1.000494963663876,2004,NE
alpha[25],1.5398426602298243,0.06153325628100828,2.4311808739739784,-4.405586060023945,0.375321045448045,1.9023585419558353,3.0313738216757544,5.604260197700327,1561.0425634649805,1.000555188013683,2004,NYG
alpha[26],1.2496109954560455,0.062111591594783404,2.5671159342650114,-5.139632676721965,-0.004636674204586189,1.7868171065031273,2.8520544981131657,5.308659691532006,1708.2272622765836,1.0000746255928326,2004,SF
alpha[27],3.540877419082391,0.0591088452963767,2.4495506471528277,-0.46558962848336194,2.0660047141014117,3.1467199396717,4.648888956758943,9.677773368854806,1717.385912068181,0.9998710164600936,2004,ARI
alpha[28],3.7202431833169656,0.05871000110841938,2.41963263801551,-0.060839246306294344,2.2035711727367002,3.263357380569894,4.907131772762086,9.54054117923854,1698.5357449643698,1.0018363978928144,2004,LA
alpha[29],3.3013728757705953,0.04839149902700529,2.3570900441874305,-0.7415698200729963,1.9231476436439436,3.008557573076949,4.410494619025415,8.761395080665524,2372.5435665505534,0.999895517617878,2004,LAC
alpha[30],2.065215945808261,0.042075143601637846,2.311290527532599,-3.340421255395368,0.9233606078955728,2.30400830756224,3.36077904490345,6.483226650104349,3017.5735548521543,0.9992767328438127,2004,LV
alpha[31],3.759580700488038,0.06603359824012145,2.470756374128058,-0.17609924936749916,2.1797225528071804,3.297776186734784,5.00483175567974,9.816772383171669,1400.0060831396133,1.0001190303840843,2004,PIT
alpha[32],2.3021275626181006,0.03576656491253475,2.187042457070092,-2.5729836355790385,1.151142811370536,2.408421551088227,3.472631676473772,6.8517100596108165,3739.03873894817,0.9999488206007324,2004,HOU
alpha_mean,2.4996218562893833,0.018085688348763253,0.8818913924268958,0.7590518513904607,1.9354395924545076,2.5041906829545466,3.0959800656270176,4.206875035739512,2377.716775286312,1.000086802871877,2004,ALL
alpha_sigma,2.0831422537640245,0.057366800670671236,1.3841760203215252,0.1047315846113153,0.9392302563864298,1.8842767478645213,3.0266987456052745,5.1456194979033505,582.1854967407445,1.0060015634881616,2004,ALL
alpha[1],2.9682361185752653,0.03788426878216135,2.1228830580494007,-2.230951280173691,2.0570121513248494,3.2675392746681355,4.226891429095246,6.583708379386579,3140.0338065156798,1.0008328350255111,2005,ATL
alpha[2],4.321500462332173,0.03617888388640907,2.003993197538407,0.8180039664078708,3.10258706465691,4.085850068394688,5.252712114460285,9.085793079121974,3068.189337846694,1.00096635791889,2005,CHI
alpha[3],3.1808432281461956,0.0345205479563515,1.9955617736933062,-1.207166210385012,2.239488222005477,3.3647932689952644,4.3288716033166335,6.883547305875646,3341.7579560657277,1.000063273211189,2005,CLE
alpha[4],4.115425951557746,0.03125957679935998,2.0154978579039557,0.34826443918163746,2.9899106018990445,3.9275134419274504,5.078326696742604,8.898632750648895,4157.176786882675,0.9999994236660126,2005,DEN
alpha[5],4.080955692772508,0.03315779602850834,2.0527426299424256,0.18277938500773908,2.9124519737822747,3.9154519488100568,5.052177888856807,8.840831820909301,3832.6370340930807,0.9993248419756865,2005,GB
alpha[6],3.332218342099126,0.033820919838384186,1.9988657079002654,-1.0158844758560719,2.283940012350075,3.4302924589869663,4.527901249456686,7.184337523877252,3492.9824584790117,1.0004202730698233,2005,IND
alpha[7],3.6936681399791618,0.028793989495740146,2.003184877360402,-0.6506195185138822,2.623760329112997,3.662550863853241,4.687553055703827,8.02872750213134,4839.922216830936,0.999818165620963,2005,JAX
alpha[8],3.3806016106142494,0.03134960037491136,1.9810154603452392,-1.1071347382714904,2.413935012880054,3.479606834567908,4.474454576703545,7.206704234828105,3993.1140230539672,1.0006961551309141,2005,NO
alpha[9],4.089969411410312,0.037154381112545,2.0201410630845205,0.6229386396457322,2.9512182914248557,3.899453214954873,5.071361400315122,8.74589457916896,2956.2647841568214,1.0000595345594148,2005,NYJ
alpha[10],3.525667404138286,0.030187483911910735,1.9680965009050373,-0.6234785322307694,2.507163849567628,3.565569452741978,4.6120584345664195,7.55652117496941,4250.489475096333,0.999422313426325,2005,PHI
alpha[11],4.433380667229402,0.04093543454052521,2.1480276255879116,0.7640015606504452,3.1389424729825475,4.122591739777052,5.41357973225268,9.57403571054189,2753.473589207287,1.0000421490273206,2005,SEA
alpha[12],3.4967733333291657,0.03193064697672642,1.9796118187784055,-0.9198139086423804,2.5256470435938727,3.6097265579196964,4.622501051884168,7.3685678628323235,3843.657126133059,0.9993979325009957,2005,TB
alpha[13],3.78202472061287,0.029659993352391143,1.9426014666120714,-0.0816665797119097,2.7261349018653647,3.7495990732261935,4.816830220400087,7.929292067541773,4289.684245295619,1.0002470737150242,2005,TEN
alpha[14],4.219919408602199,0.037217426168711806,2.098997554637098,0.452388832730702,3.0480428157278787,3.969993334278799,5.199332807851162,9.267925255981556,3180.7621460794658,1.000606854604142,2005,WAS
alpha[15],4.253912274517278,0.03693184020220505,2.050082079415906,0.7633614097596111,3.058049878558036,4.034518370586751,5.169135280331009,9.139263068700705,3081.346962825479,1.0015535358002485,2005,BAL
alpha[16],3.8010660272275714,0.030698098859631207,2.0327450438527364,-0.3056213048964514,2.686165459426738,3.711098459404279,4.7915421096049435,8.134248878316388,4384.73005239392,1.000191637087271,2005,BUF
alpha[17],3.3348276611139767,0.03352748031226782,2.0049360857270164,-1.316971631073055,2.379847963868519,3.4533544603489332,4.460331110166826,7.221867035883815,3576.0141842439966,0.9997295747713297,2005,CAR
alpha[18],2.904746901801496,0.03832999377765082,2.1041645176364807,-2.1687998994739535,1.9597325124406808,3.1869661621218714,4.2082384275913665,6.471574716089967,3013.5741937412363,1.0021900042904761,2005,CIN
alpha[19],3.8802868374900252,0.030114556841314855,1.9786212878168017,0.07418296158442766,2.761164517835277,3.794717760754883,4.861732891440076,8.197911933698823,4316.904105322505,0.9996100093092717,2005,DAL
alpha[20],3.470253581978024,0.030248292315196858,1.946045786425247,-0.9450111658367296,2.489972967459247,3.517457379469854,4.552246800869352,7.427038036347103,4139.085385000879,0.9996790789913662,2005,DET
alpha[21],4.332419676473057,0.04219922324780655,2.105942998813751,0.7264475089506052,3.1066366453013137,4.067226199654174,5.28889373989027,9.342582071360482,2490.4871767381,1.0001757964634783,2005,KC
alpha[22],3.6520691134707817,0.02935148214098518,1.9346767923759962,-0.41049608425106787,2.6103171510415626,3.63453830486195,4.636029735323486,7.857320538268456,4344.669761776542,0.999230587146242,2005,MIA
alpha[23],4.321344951577066,0.03732974206494876,2.103977367815045,0.7286829043217787,3.0697451945465395,4.0481541238616,5.285977300750391,9.409975353433838,3176.670350056191,1.0012358255299176,2005,MIN
alpha[24],2.8697028121202335,0.04104766960386667,2.123482682086336,-2.4871810864209984,1.951059588457201,3.209932481475136,4.1667516606775195,6.35081223410242,2676.2115148207727,1.000438877295701,2005,NE
alpha[25],4.427106395404933,0.041031548608113456,2.13441983435193,0.924065922441876,3.142343468114338,4.106880099357875,5.382180262429365,9.657154928036249,2705.975618857727,1.0006717062640735,2005,NYG
alpha[26],3.779607231633338,0.029385072152667065,1.9787809153714362,-0.41775024682117246,2.720776511026743,3.769087563600877,4.7768166299354835,8.03467935262412,4534.630485108045,0.9993956956721245,2005,SF
alpha[27],3.637758405855087,0.03308927386784075,1.9794538211702586,-0.6805656201860837,2.567424280536516,3.6618651004808553,4.668170118304287,7.957498635958522,3578.625690698742,0.9993441579581146,2005,ARI
alpha[28],2.981431661246585,0.03967877236195779,2.113095601386122,-1.9767693024764537,2.030365806231141,3.22847876096817,4.209130550367518,6.652253447730737,2836.1019485028,1.0005207363451984,2005,LA
alpha[29],3.6878947156623236,0.030440951089861362,1.9527908974120924,-0.31484716962464876,2.66895807219197,3.684216352018109,4.702767214213804,8.033846738684531,4115.238874181997,0.9994804978045492,2005,LAC
alpha[30],3.3299928817414517,0.035089008795064526,2.080246725525862,-1.2336538146276104,2.3128119186364424,3.4495050127089177,4.491329182401536,7.2628500608738245,3514.6937857523685,0.9998958682570439,2005,LV
alpha[31],2.9450970041995967,0.043524223887775715,2.1673429548282375,-2.2114223403669486,1.9765530910969213,3.249146183184923,4.218385915788948,6.695008621751318,2479.6661046026716,1.0021774325991777,2005,PIT
alpha[32],2.5605505958572023,0.04787312257976753,2.322974272334311,-3.3114819990620274,1.581752578433293,2.9921889124029337,4.000967141094314,6.098512988335468,2354.5357462418806,1.0013398821635913,2005,HOU
alpha_mean,3.6417180374515348,0.013783796318360065,0.8824451771608436,1.9091146630228653,3.052206645855531,3.659597277431729,4.214877142257212,5.374434612091872,4098.621122210517,0.9992505503583022,2005,ALL
alpha_sigma,1.6812839294786754,0.040388663647220435,1.2146861486898601,0.0713437774356391,0.6943292433459908,1.5024483432507025,2.426244469416067,4.538064885385842,904.5012904574039,1.0080418838472684,2005,ALL
alpha[1],0.39880923703776905,0.035081101861481986,2.3769490648175124,-4.963537408198316,-0.7861075423825501,0.5513949819666344,1.7381586003637053,4.902843226982554,4590.852077472253,0.9999792117389927,2006,ATL
alpha[2],1.7351901956139621,0.04920241176643237,2.59140586328132,-2.685611232524532,0.16814417940255671,1.390743894648705,2.9836422954371162,7.788953520309012,2773.94656998542,1.0004720470863664,2006,CHI
alpha[3],0.26035941081747177,0.03764108081466037,2.3973971413177346,-5.291885748760012,-0.8904158023604196,0.4907410387343719,1.622632477431598,4.766326806427138,4056.54031059023,0.9998472649613435,2006,CLE
alpha[4],0.7441516046886042,0.034333452579632814,2.393240462036632,-4.253029755565449,-0.5017898833395049,0.7525753141819493,2.0568049603198775,5.7585514987377575,4858.897267313738,0.9997807381992276,2006,DEN
alpha[5],-0.737954223988282,0.06033028347420156,2.707300825976053,-7.233999266286947,-2.108573477986418,-0.235006826639786,1.0164590625860477,3.669707247144568,2013.7349128073297,0.9996673011045604,2006,GB
alpha[6],2.5903373228257838,0.06801441183527956,2.826328965656393,-1.5874199488184553,0.712639980610984,1.9728580916224039,4.029050307229719,9.536519519185559,1726.805905558005,1.0013225674647088,2006,IND
alpha[7],3.5551818705333518,0.09399646512076659,3.2947236928502233,-0.8653742190980879,1.1275917070409862,2.8059801324541533,5.367010665598051,11.699597837614359,1228.6125713359816,1.0011237041506067,2006,JAX
alpha[8],-0.011978846604386181,0.04397893486178806,2.530732910077711,-5.882882174610326,-1.2552746943071655,0.2953543903227994,1.4285337615195672,4.344631089198042,3311.3357036535804,0.999964829008699,2006,NO
alpha[9],0.684389780244678,0.03632643893109655,2.3945796324878126,-4.415121179674384,-0.5847472879654684,0.761349069320966,1.9422727599133336,5.8505189218600995,4345.231468055231,1.0006300682600588,2006,NYJ
alpha[10],1.1592821735184733,0.03324591951060257,2.334498822154911,-3.306196582128284,-0.13454924393283907,1.0260024102889371,2.329475971348912,6.478085719471367,4930.723168363851,0.999764339625091,2006,PHI
alpha[11],1.171177023293551,0.03646892816909606,2.3877604184353753,-3.5480548453517216,-0.19084007548167134,1.0628135485165937,2.3676217945140134,6.538055258505359,4286.822469482065,0.9998619429488089,2006,SEA
alpha[12],0.16496810154582237,0.04362047044333694,2.3882911136186253,-5.150710993290834,-1.0847513848087582,0.361908593693189,1.5740598208308265,4.627819375786902,2997.739118638717,0.9991450495930672,2006,TB
alpha[13],0.45641743767037063,0.03922393489129832,2.4721799650012346,-5.267026313000698,-0.7655471089287013,0.5617731400888082,1.8124433408697564,5.514772159396037,3972.444573449541,0.9992019286829504,2006,TEN
alpha[14],1.0529418254273895,0.036288294183957334,2.3292831433448726,-3.4938879435571555,-0.22149004700961689,0.9828950426376235,2.2818007920513543,6.085172339798978,4120.135132082286,0.9995101262167834,2006,WAS
alpha[15],1.9460047036719594,0.05273003629850307,2.569445283126711,-2.263137099716181,0.3455139640719536,1.501297798947376,3.1855986265283502,7.983886061406829,2374.44769285533,1.0002854711812748,2006,BAL
alpha[16],1.0899264946982696,0.03405421646353364,2.321354268451108,-3.5583054000013496,-0.25067462471481183,1.0228683933865095,2.380777637997198,5.869756682859197,4646.661801362832,0.9995728643618667,2006,BUF
alpha[17],-0.338930416475173,0.04787046974746058,2.650854914492333,-6.662371005415367,-1.6109608465721625,0.053496324532751105,1.2742959943261816,4.172746275371628,3066.4545997238065,0.9992667484423169,2006,CAR
alpha[18],0.3054289089011869,0.03790806286703325,2.4677154658433125,-5.5318214332232,-0.9043921156146142,0.5069614252695938,1.716316527662763,5.000844460163698,4237.668513053103,0.9998931562392022,2006,CIN
alpha[19],0.3486625638651127,0.040153955947797915,2.4202039777710067,-5.135662256184354,-0.8595114113023883,0.49700977446353595,1.709832085540701,5.271401665830856,3632.8483114203177,0.9999372299296816,2006,DAL
alpha[20],0.6317137009938469,0.03336180119384322,2.2943075491449774,-4.282985559746336,-0.5494396834707416,0.6733465811996036,1.865661031556463,5.3059950957826585,4729.380846300996,0.9992199069703268,2006,DET
alpha[21],2.0617447173095256,0.056004266528564765,2.6555008657306676,-2.2941881204771226,0.375110712691883,1.5628735373665164,3.440304456123801,8.163374256841653,2248.281397642901,1.0003437810668119,2006,KC
alpha[22],0.6269455258456824,0.035812849780866435,2.3050902154541952,-4.406684020919074,-0.5741217850138377,0.7326803010245889,1.9301205910296968,5.3333970845279435,4142.839347680145,0.9993653359351352,2006,MIA
alpha[23],-0.3367968743348129,0.0479387568098766,2.573063542919008,-6.375814653885086,-1.6551601750496747,0.0819196498216607,1.289149193536324,3.9227446082664263,2880.8953871263957,1.0004020336687736,2006,MIN
alpha[24],0.3388628806837353,0.037676597454498605,2.3621934260199455,-5.036534009721924,-0.8981536957360905,0.4825326125942503,1.7139882010013832,5.043812554983938,3930.8598776243366,0.999423868633348,2006,NE
alpha[25],-0.12733365135724997,0.04486360144350837,2.5035656297235613,-5.938385934705303,-1.4318758164188072,0.2082738700925081,1.4169527479050257,4.361743583712009,3114.0794871364074,0.9996452653866401,2006,NYG
alpha[26],0.7778274233626706,0.03539253725425909,2.3240399019356395,-4.260041289989652,-0.45094025292766415,0.8268497881630823,2.0078133792547312,5.5719721834813125,4311.851196727486,0.9993881399606063,2006,SF
